attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
739,519,Duosion,Spray Fluid,COLORLESS,1,30,30.0,,●,30
740,520,Reuniclus,Cellular Ascension,COLORLESS,1,0,0.0,"For each of your Benched Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck.",●,n/a
741,520,Reuniclus,Evo-Lariat,COLORLESS,1,40,40.0,This attack does 40 more damage for each of your Evolution Pokémon in play.,●,40
742,521,Elgyem,Slight Shift,PSYCHIC,1,0,0.0,Move an Energy from 1 of your opponent’s Pokémon to another of their Pokémon.,{P},n/a
743,521,Elgyem,Beam,COLORLESS;COLORLESS;COLORLESS,3,40,13.33,,●●●,40
744,522,Beheeyem,Calm Mind,PSYCHIC,1,0,0.0,Heal 40 damage from this Pokémon.,{P},n/a
745,522,Beheeyem,Psychic,COLORLESS;COLORLESS;COLORLESS,3,80,26.67,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.,●●●,80
746,523,Golett,Best Punch,COLORLESS;COLORLESS,2,60,30.0,"Flip a coin. If tails, this attack does nothing.",●●,60
747,524,Golurk,Double Smash,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,Flip 2 coins. This attack does 80 damage for each heads.,●●●,80×
748,524,Golurk,Golurk Hammer,PSYCHIC;PSYCHIC;COLORLESS;COLORLESS;COLORLESS,5,200,40.0,,{P}{P}●●●,200
749,525,Meloetta ex,Echoed Voice,PSYCHIC,1,30,30.0,"During your next turn, this Pokémon’s Echoed Voice attack does 80 more damage (before applying Weakness and Resistance).",{P},30
750,526,Drilbur,Mud-Slap,FIGHTING,1,10,10.0,,{F},10
751,526,Drilbur,Corkscrew Punch,FIGHTING;FIGHTING,2,30,15.0,,{F}{F},30
752,527,Excadrill ex,Piercing Drill,FIGHTING;FIGHTING,2,60,30.0,This attack also does 60 damage to 1 of your opponent’s Benched Pokémon that has any damage counters on it. (Don’t apply Weakness and Resistance for Benched Pokémon.),{F}{F},60
753,527,Excadrill ex,Rock Tumble,FIGHTING;FIGHTING;FIGHTING,3,200,66.67,This attack’s damage isn’t affected by Resistance.,{F}{F}{F},200
754,528,Timburr,Low Kick,FIGHTING,1,10,10.0,,{F},10
755,528,Timburr,Strength,FIGHTING;COLORLESS;COLORLESS,3,50,16.67,,{F}●●,50
756,529,Gurdurr,Low Kick,FIGHTING,1,30,30.0,,{F},30
757,529,Gurdurr,Hammer Arm,FIGHTING;COLORLESS;COLORLESS,3,60,20.0,Discard the top card of your opponent’s deck.,{F}●●,60
758,530,Conkeldurr,Swing Around,FIGHTING;COLORLESS;COLORLESS;COLORLESS,4,100,25.0,Flip 2 coins. This attack does 50 more damage for each heads.,{F}●●●,100
759,531,Throh,Shoulder Throw,FIGHTING;COLORLESS,2,120,60.0,This attack does 30 less damage for each {C} in your opponent’s Active Pokémon’s Retreat Cost.,{F}●,-120
760,532,Dwebble,Flail,COLORLESS,1,0,0.0,This attack does 10 damage for each damage counter on this Pokémon.,●,10×
761,532,Dwebble,Dig Claws,COLORLESS;COLORLESS,2,20,10.0,,●●,20
762,533,Crustle,Stone Edge,FIGHTING;COLORLESS;COLORLESS,3,80,26.67,"Flip a coin. If heads, this attack does 60 more damage.",{F}●●,80
763,534,Landorus,Abundant Harvest,COLORLESS,1,0,0.0,Attach a Basic {F} Energy card from your discard pile to this Pokémon.,●,n/a
764,534,Landorus,Earthquake,FIGHTING;COLORLESS;COLORLESS,3,110,36.67,This attack also does 10 damage to each of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{F}●●,110
765,535,Venipede,Poison Spray,COLORLESS,1,0,0.0,Your opponent’s Active Pokémon is now Poisoned.,●,n/a
766,536,Whirlipede,Venoshock,COLORLESS,1,30,30.0,"If your opponent’s Active Pokémon is Poisoned, this attack does 60 more damage.",●,30
767,537,Scolipede,Venoshock,DARKNESS;COLORLESS,2,90,45.0,"If your opponent’s Active Pokémon is Poisoned, this attack does 90 more damage.",{D}●,90
768,538,Sandile,Tighten Up,DARKNESS,1,10,10.0,Your opponent discards a card from their hand.,{D},10
769,539,Krokorok,Tighten Up,DARKNESS;COLORLESS,2,40,20.0,Your opponent discards 2 cards from their hand.,{D}●,40
770,540,Krookodile,Tighten Up,DARKNESS;COLORLESS,2,60,30.0,Your opponent discards 2 cards from their hand.,{D}●,60
771,540,Krookodile,Cursed Slug,DARKNESS;DARKNESS;COLORLESS,3,120,40.0,"If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.",{D}{D}●,120
772,541,Vullaby,Playful Kick,COLORLESS,1,10,10.0,,●,10
773,542,Mandibuzz,Cutting Wind,COLORLESS;COLORLESS;COLORLESS,3,90,30.0,,●●●,90
774,543,Escavalier,Wild Lances,METAL,1,90,90.0,This Pokémon also does 30 damage to itself.,{M},90
775,544,Pawniard,Corner,METAL,1,10,10.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{M},10
776,545,Bisharp,Cut Up,METAL,1,40,40.0,,{M},40
777,545,Bisharp,Finishing Blow,METAL;COLORLESS,2,60,30.0,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 60 more damage.",{M}●,60
778,546,Cobalion,Righteous Edge,METAL,1,20,20.0,Discard a Special Energy from your opponent’s Active Pokémon.,{M},20
779,546,Cobalion,Metal Arms,METAL;METAL;COLORLESS,3,80,26.67,"If this Pokémon has a Pokémon Tool attached, this attack does 40 more damage.",{M}{M}●,80
780,547,Genesect ex,Protect Charge,METAL;METAL;COLORLESS,3,150,50.0,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",{M}{M}●,150
781,548,Axew,Gather Strength,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",●,n/a
782,549,Fraxure,Bite,COLORLESS,1,30,30.0,,●,30
783,549,Fraxure,Boundless Power,FIGHTING;METAL,2,90,45.0,"During your next turn, this Pokémon can’t use attacks.",{F}{M},90
784,550,Haxorus,Cross-Cut,COLORLESS;COLORLESS,2,80,40.0,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 80 more damage.",●●,80
785,550,Haxorus,Axe Blast,FIGHTING;METAL;COLORLESS,3,0,0.0,"If your opponent’s Active Pokémon is a Basic Pokémon, it is Knocked Out.",{F}{M}●,n/a
786,551,Pidove,Scout,COLORLESS,1,0,0.0,Your opponent reveals their hand.,●,n/a
787,551,Pidove,Stampede,COLORLESS,1,10,10.0,,●,10
788,552,Tranquill,Fly,COLORLESS,1,40,40.0,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,40
789,553,Unfezant,Add On,COLORLESS,1,0,0.0,Draw 4 cards.,●,n/a
790,553,Unfezant,Swift Flight,COLORLESS;COLORLESS,2,120,60.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●●,120
791,554,Audino,Return,COLORLESS,1,30,30.0,You may draw cards until you have 6 cards in your hand.,●,30
792,555,Minccino,Tail Slap,COLORLESS,1,0,0.0,Flip 2 coins. This attack does 20 damage for each heads.,●,20×
793,556,Cinccino,Do the Wave,COLORLESS,1,20,20.0,This attack does 20 more damage for each of your Benched Pokémon.,●,20
794,557,Sewaddle,Bug Bite,GRASS,1,20,20.0,,{G},20
795,558,Swadloon,Bug Buzz,GRASS;COLORLESS,2,40,20.0,,{G}●,40
796,559,Leavanny,Healing Wrapping,COLORLESS,1,0,0.0,Heal 100 damage from each of your Basic Pokémon.,●,n/a
797,559,Leavanny,X-Scissor,GRASS;COLORLESS,2,90,45.0,"Flip a coin. If heads, this attack does 40 more damage.",{G}●,90
798,560,Cottonee,Absorb,GRASS,1,10,10.0,Heal 10 damage from this Pokémon.,{G},10
799,561,Whimsicott ex,Energy Gift,GRASS,1,0,0.0,"Search your deck for up to 3 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.",{G},n/a
800,561,Whimsicott ex,Wondrous Cotton,GRASS,1,0,0.0,Your opponent reveals their hand. This attack does 50 damage for each Trainer card you find there.,{G},50×
801,562,Deerling,Rear Kick,COLORLESS;COLORLESS,2,30,15.0,,●●,30
802,563,Sawsbuck,Push Down,COLORLESS;COLORLESS,2,50,25.0,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),●●,50
803,563,Sawsbuck,Solar Beam,GRASS;COLORLESS;COLORLESS,3,100,33.33,,{G}●●,100
804,564,Shelmet,Headbutt Bounce,COLORLESS,1,10,10.0,,●,10
805,565,Accelgor,Acid Spray,GRASS,1,50,50.0,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon.",{G},50
806,566,Virizion,Giga Drain,GRASS,1,30,30.0,Heal from this Pokémon the same amount of damage you did to your opponent’s Active Pokémon.,{G},30
807,566,Virizion,Emerald Blade,GRASS;GRASS;COLORLESS,3,130,43.33,"During your next turn, this Pokémon can’t use attacks.",{G}{G}●,130
808,567,Tepig,Tackle,FIRE,1,10,10.0,,{R},10
809,567,Tepig,Rollout,FIRE;FIRE,2,30,15.0,,{R}{R},30
810,568,Pignite,Combustion,FIRE,1,30,30.0,,{R},30
811,568,Pignite,Heat Crash,FIRE;FIRE;COLORLESS,3,80,26.67,,{R}{R}●,80
812,569,Emboar,Heat Crash,FIRE;FIRE;FIRE;COLORLESS,4,120,30.0,,{R}{R}{R}●,120
813,570,Pansear,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
814,570,Pansear,Scratch,COLORLESS;COLORLESS,2,30,15.0,,●●,30
815,571,Simisear,Gentle Slap,COLORLESS;COLORLESS,2,70,35.0,,●●,70
816,572,Heatmor,Licking Catch,FIRE,1,0,0.0,"Search your deck for up to 3 in any combination of {R} Pokémon and Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",{R},n/a
817,572,Heatmor,Fire Claws,FIRE;FIRE,2,60,30.0,,{R}{R},60
818,573,Reshiram ex,Slash,COLORLESS;COLORLESS,2,50,25.0,,●●,50
819,573,Reshiram ex,Blazing Burst,FIRE;FIRE;COLORLESS,3,130,43.33,This attack does 50 more damage for each Prize card your opponent has taken. Discard an Energy from this Pokémon.,{R}{R}●,130
820,574,Oshawott,Tackle,WATER,1,10,10.0,,{W},10
821,574,Oshawott,Water Gun,WATER;WATER,2,30,15.0,,{W}{W},30
822,575,Dewott,Energized Shell,WATER,1,0,0.0,This attack does 30 damage for each Energy attached to this Pokémon.,{W},30×
823,576,Samurott,Energized Slash,WATER,1,30,30.0,This attack does 50 more damage for each Energy attached to this Pokémon.,{W},30
824,577,Basculin,Bite,COLORLESS,1,10,10.0,,●,10
825,577,Basculin,Bared Fangs,WATER,1,50,50.0,"If your opponent’s Active Pokémon has no damage counters on it before this attack does damage, this attack does nothing.",{W},50
826,578,Ducklett,Firefighting,COLORLESS,1,0,0.0,Discard a {R} Energy from your opponent’s Active Pokémon.,●,n/a
827,578,Ducklett,Wing Attack,COLORLESS;COLORLESS,2,20,10.0,,●●,20
828,579,Swanna,Flap,COLORLESS,1,30,30.0,,●,30
829,579,Swanna,Air Slash,COLORLESS;COLORLESS;COLORLESS,3,120,40.0,Discard an Energy from this Pokémon.,●●●,120
830,580,Vanillite,Beat,COLORLESS,1,10,10.0,,●,10
831,580,Vanillite,Ice Edge,WATER;COLORLESS,2,20,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{W}●,20
832,581,Vanillish,Ram,COLORLESS;COLORLESS,2,30,15.0,,●●,30
833,581,Vanillish,Ice Beam,WATER;COLORLESS;COLORLESS,3,50,16.67,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{W}●●,50
834,582,Vanilluxe,Ram,COLORLESS;COLORLESS,2,60,30.0,,●●,60
835,582,Vanilluxe,Double Freeze,WATER;COLORLESS;COLORLESS,3,0,0.0,"Flip 2 coins. This attack does 90 damage for each heads. If either of them is heads, your opponent’s Active Pokémon is now Paralyzed.",{W}●●,90×
836,583,Keldeo ex,Gale Thrust,WATER;COLORLESS,2,30,15.0,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage.",{W}●,30
837,583,Keldeo ex,Sonic Edge,WATER;COLORLESS;COLORLESS,3,120,40.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,{W}●●,120
838,584,Blitzle,Smash Kick,COLORLESS,1,10,10.0,,●,10
839,584,Blitzle,Zap Kick,LIGHTNING;COLORLESS,2,30,15.0,,{L}●,30
840,585,Zebstrika,Smash Kick,COLORLESS,1,30,30.0,,●,30
841,585,Zebstrika,Electrobullet,LIGHTNING;LIGHTNING;COLORLESS,3,100,33.33,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{L}{L}●,100
842,586,Joltik,Surprise Attack,LIGHTNING,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",{L},30
843,587,Galvantula,Discharge,LIGHTNING,1,0,0.0,Discard all {L} Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.,{L},50×
844,588,Stunfisk,Muddy Bolt,COLORLESS,1,20,20.0,"If this Pokémon has any {F} Energy attached, this attack does 20 more damage.",●,20
845,588,Stunfisk,Flop,LIGHTNING;COLORLESS,2,50,25.0,,{L}●,50
846,589,Woobat,Heart Stamp,COLORLESS,1,10,10.0,,●,10
847,590,Swoobat,Happy Return,COLORLESS,1,0,0.0,Put 1 of your Benched Pokémon and all attached cards into your hand.,●,n/a
848,590,Swoobat,Gust,COLORLESS;COLORLESS,2,50,25.0,,●●,50
849,591,Sigilyph,Reflect,COLORLESS,1,0,0.0,"During your opponent’s next turn, this Pokémon takes 40 less damage from attacks (after applying Weakness and Resistance).",●,n/a
850,591,Sigilyph,Telekinesis,PSYCHIC;COLORLESS;COLORLESS,3,0,0.0,This attack does 70 damage to 1 of your opponent’s Pokémon. This attack’s damage isn’t affected by Weakness or Resistance.,{P}●●,n/a
851,592,Yamask,Focused Wish,PSYCHIC;COLORLESS,2,20,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{P}●,20
852,593,Cofagrigus,Extended Damagriiigus,PSYCHIC;COLORLESS,2,0,0.0,Move all damage counters from 1 of your Benched Pokémon to 1 of your opponent’s Pokémon.,{P}●,n/a
853,593,Cofagrigus,Perplex,PSYCHIC;COLORLESS;COLORLESS,3,60,20.0,Your opponent’s Active Pokémon is now Confused.,{P}●●,60
854,594,Gothita,Super Psy Bolt,PSYCHIC,1,20,20.0,,{P},20
855,595,Gothorita,Fortunate Eye,PSYCHIC,1,0,0.0,Look at the top 5 cards of your opponent’s deck and put them back in any order.,{P},n/a
856,595,Gothorita,Psyshot,PSYCHIC;COLORLESS,2,40,20.0,,{P}●,40
857,596,Gothitelle,Synchro Shot,PSYCHIC;COLORLESS,2,90,45.0,"If you have the same number of cards in your hand as your opponent, this attack does 90 more damage.",{P}●,90
858,597,Frillish,Oceanic Gloom,PSYCHIC,1,20,20.0,"During your opponent’s next turn, they can’t play any Item cards from their hand.",{P},20
859,598,Jellicent ex,Power Press,PSYCHIC;COLORLESS,2,80,40.0,"If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 80 more damage.",{P}●,80
860,599,Roggenrola,Harden,FIGHTING,1,0,0.0,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks if that damage is 40 or less.",{F},n/a
861,599,Roggenrola,Rolling Rocks,FIGHTING;FIGHTING,2,30,15.0,,{F}{F},30
862,600,Boldore,Smack Down,FIGHTING,1,30,30.0,"If your opponent’s Active Pokémon has {F} Resistance, this attack does 50 more damage.",{F},30
863,600,Boldore,Power Gem,FIGHTING;FIGHTING;FIGHTING,3,90,30.0,,{F}{F}{F},90
864,601,Gigalith,Vengeful Cannon,FIGHTING,1,0,0.0,This attack does 20 damage for each damage counter on all of your Benched {F} Pokémon.,{F},20×
865,601,Gigalith,Heavy Impact,FIGHTING;FIGHTING;FIGHTING,3,160,53.33,,{F}{F}{F},160
866,602,Sawk,Elbow Strike,FIGHTING,1,30,30.0,,{F},30
867,602,Sawk,Rising Chop,FIGHTING,1,90,90.0,"If your opponent’s Active Pokémon isn’t a Pokémon {ex}, this attack does nothing. This attack’s damage isn’t affected by Weakness or Resistance.",{F},90
868,603,Archen,Acrobatics,FIGHTING;COLORLESS,2,30,15.0,Flip 2 coins. This attack does 30 more damage for each heads.,{F}●,30
869,604,Archeops,Rock Throw,FIGHTING;COLORLESS,2,100,50.0,,{F}●,100
870,605,Mienfoo,Kick,FIGHTING,1,20,20.0,,{F},20
871,606,Mienshao,Low Sweep,FIGHTING,1,40,40.0,,{F},40
872,606,Mienshao,Smash Uppercut,FIGHTING;FIGHTING,2,80,40.0,This attack’s damage isn’t affected by Resistance.,{F}{F},80
873,607,Terrakion,Retaliate,FIGHTING;COLORLESS,2,50,25.0,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 80 more damage.",{F}●,50
874,607,Terrakion,Land Crush,FIGHTING;FIGHTING;COLORLESS,3,100,33.33,,{F}{F}●,100
875,608,Purrloin,Invite Evil,DARKNESS,1,0,0.0,"Search your deck for up to 3 {D} Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",{D},n/a
876,609,Liepard,Knock Off,DARKNESS,1,50,50.0,Discard a random card from your opponent’s hand.,{D},50
877,610,Scraggy,Headbutt,DARKNESS,1,10,10.0,,{D},10
878,610,Scraggy,Invade,DARKNESS;DARKNESS,2,30,15.0,,{D}{D},30
879,611,Scrafty,Ruffians Attack,DARKNESS;DARKNESS,2,0,0.0,Flip a coin for each {D} Pokémon you have in play. This attack does 60 damage for each heads.,{D}{D},60×
880,612,Trubbish,Drool,DARKNESS,1,10,10.0,,{D},10
881,612,Trubbish,Sludge Bomb,DARKNESS;COLORLESS,2,20,10.0,,{D}●,20
882,613,Garbodor,Suffocating Gas,DARKNESS,1,40,40.0,,{D},40
883,613,Garbodor,Gunk Shot,DARKNESS;DARKNESS;COLORLESS,3,120,40.0,Your opponent’s Active Pokémon is now Poisoned.,{D}{D}●,120
884,614,Zorua,Take Down,DARKNESS,1,30,30.0,This Pokémon also does 10 damage to itself.,{D},30
885,615,Zoroark,Mind Jack,DARKNESS,1,0,0.0,This attack does 30 damage for each of your opponent’s Benched Pokémon.,{D},30×
886,615,Zoroark,Foul Play,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,Choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack.,●●●,n/a
887,616,Deino,Body Slam,COLORLESS;COLORLESS,2,20,10.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",●●,20
888,616,Deino,Darkness Fang,DARKNESS;COLORLESS;COLORLESS,3,50,16.67,,{D}●●,50
889,617,Zweilous,Double Hit,COLORLESS;COLORLESS,2,0,0.0,Flip 2 coins. This attack does 40 damage for each heads.,●●,40×
890,617,Zweilous,Pitch-Black Fangs,DARKNESS;DARKNESS;COLORLESS;COLORLESS,4,100,25.0,,{D}{D}●●,100
891,618,Hydreigon ex,Dark Bite,DARKNESS;DARKNESS;DARKNESS;COLORLESS;COLORLESS,5,200,40.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{D}{D}{D}●●,200
892,619,Ferroseed,Zzzt,METAL,1,10,10.0,,{M},10
893,619,Ferroseed,Metal Claw,METAL;COLORLESS;COLORLESS,3,40,13.33,,{M}●●,40
894,620,Ferrothorn,Power Whip,METAL,1,0,0.0,This attack does 20 damage to 1 of your opponent’s Pokémon for each Energy attached to this Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{M},n/a
895,620,Ferrothorn,Metal Claw,METAL;COLORLESS;COLORLESS;COLORLESS,4,130,32.5,,{M}●●●,130
896,621,Klink,Hard Gears,METAL,1,10,10.0,"During your opponent’s next turn, this Pokémon takes 10 less damage from attacks (after applying Weakness and Resistance).",{M},10
897,622,Klang,Hard Gears,METAL;COLORLESS,2,50,25.0,"During your opponent’s next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).",{M}●,50
898,623,Klinklang,Hammer In,METAL;COLORLESS;COLORLESS,3,120,40.0,,{M}●●,120
899,624,Durant,Bite Together,COLORLESS,1,20,20.0,"If Durant is on your Bench, this attack does 20 more damage.",●,20
900,624,Durant,Vise Grip,METAL;COLORLESS,2,50,25.0,,{M}●,50
901,625,Druddigon,Shred,COLORLESS,1,40,40.0,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,●,40
902,625,Druddigon,Ambush,FIRE;WATER;COLORLESS,3,90,30.0,"Flip a coin. If heads, this attack does 60 more damage.",{R}{W}●,90
903,626,Patrat,Procurement,COLORLESS,1,0,0.0,"Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
904,626,Patrat,Gnaw,COLORLESS,1,10,10.0,,●,10
905,627,Watchog,Focus Energy,COLORLESS,1,0,0.0,"During your next turn, this Pokémon’s Hyper Fang attack’s base damage is 240.",●,n/a
906,627,Watchog,Hyper Fang,COLORLESS,1,80,80.0,"Flip a coin. If tails, this attack does nothing.",●,80
907,628,Lillipup,Play Rough,COLORLESS,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",●,10
908,629,Herdier,Roar,COLORLESS,1,0,0.0,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),●,n/a
909,629,Herdier,Lunge Out,COLORLESS;COLORLESS;COLORLESS,3,70,23.33,,●●●,70
910,630,Stoutland,Odor Sleuth,COLORLESS;COLORLESS,2,0,0.0,Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand.,●●,n/a
911,630,Stoutland,Special Fang,COLORLESS;COLORLESS;COLORLESS;COLORLESS,4,100,25.0,"If this Pokémon has any Special Energy attached, this attack does 100 more damage.",●●●●,100
912,631,Bouffalant ex,Gold Breaker,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 100 more damage.",●●●,100
913,632,Rufflet,Peck,COLORLESS,1,10,10.0,,●,10
914,632,Rufflet,Glide,COLORLESS;COLORLESS,2,20,10.0,,●●,20
915,633,Braviary,Aerial Ace,COLORLESS,1,40,40.0,"Flip a coin. If heads, this attack does 40 more damage.",●,40
916,633,Braviary,Speed Wing,COLORLESS;COLORLESS;COLORLESS;COLORLESS,4,130,32.5,,●●●●,130
917,634,Tornadus,Wrapped in Wind,COLORLESS,1,0,0.0,Attach a Basic Energy card from your hand to this Pokémon.,●,n/a
918,634,Tornadus,Hurricane,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,Move a Basic Energy from this Pokémon to 1 of your Benched Pokémon.,●●●,100
919,635,Steven's Baltoy,Summoning Sign,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Steven’s Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
920,635,Steven's Baltoy,Psychic Sphere,PSYCHIC,1,20,20.0,,{P},20
921,636,Steven's Claydol,Eerie Light,PSYCHIC,1,20,20.0,Your opponent’s Active Pokémon is now Confused.,{P},20
922,636,Steven's Claydol,Clay Blast,PSYCHIC;PSYCHIC;COLORLESS,3,220,73.33,Discard all Energy from this Pokémon.,{P}{P}●,220
923,637,Steven's Carbink,Magical Shot,PSYCHIC;COLORLESS;COLORLESS,3,80,26.67,,{P}●●,80
924,638,Steven's Skarmory,Razor Wing,COLORLESS;COLORLESS,2,30,15.0,,●●,30
925,638,Steven's Skarmory,Sonic Double,METAL;METAL;COLORLESS,3,0,0.0,This attack does 50 damage to 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{M}{M}●,n/a
926,639,Steven's Beldum,Ram,METAL;COLORLESS,2,30,15.0,,{M}●,30
927,640,Steven's Metang,Metal Slash,METAL;COLORLESS,2,70,35.0,"During your next turn, this Pokémon can’t attack.",{M}●,70
928,641,Steven's Metagross ex,Metal Stomp,METAL;COLORLESS;COLORLESS,3,200,66.67,,{M}●●,200
929,642,Marnie's Purrloin,Pointy Nails,DARKNESS,1,20,20.0,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 40 more damage.",{D},20
930,643,Marnie's Liepard,Pointy Claws,DARKNESS;DARKNESS,2,70,35.0,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 70 more damage.",{D}{D},70
931,644,Marnie's Scraggy,Crunch,DARKNESS;DARKNESS;COLORLESS,3,50,16.67,Discard an Energy from your opponent’s Active Pokémon.,{D}{D}●,50
932,645,Marnie's Scrafty,Rear Kick,DARKNESS,1,40,40.0,,{D},40
933,645,Marnie's Scrafty,Wild Tackle,DARKNESS;DARKNESS;COLORLESS,3,160,53.33,This Pokémon also does 30 damage to itself.,{D}{D}●,160
934,646,Marnie's Impidimp,Filch,COLORLESS,1,0,0.0,Draw a card.,●,n/a
935,646,Marnie's Impidimp,Corkscrew Punch,DARKNESS,1,10,10.0,,{D},10
936,647,Marnie's Morgrem,Corkscrew Punch,DARKNESS;DARKNESS,2,60,30.0,,{D}{D},60
937,648,Marnie's Grimmsnarl ex,Shadow Bullet,DARKNESS;DARKNESS,2,180,90.0,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{D}{D},180
938,649,Marnie's Morpeko,Spiky Wheel,COLORLESS;COLORLESS;COLORLESS,3,20,6.67,This attack does 40 more damage for each {D} Energy attached to this Pokémon.,●●●,20
939,650,Bulbasaur,Bind Down,GRASS,1,10,10.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{G},10
940,651,Ivysaur,Razor Leaf,GRASS;GRASS,2,60,30.0,,{G}{G},60
941,652,Mega Venusaur ex,Jungle Dump,GRASS;GRASS;GRASS;GRASS,4,240,60.0,Heal 30 damage from this Pokémon.,{G}{G}{G}{G},240
942,653,Exeggcute,Jam-Packed,COLORLESS,1,0,0.0,"Search your deck for a Basic {G} Energy card and attach it to this Pokémon. Then, shuffle your deck.",●,n/a
943,654,Exeggutor,Guard Press,GRASS,1,30,30.0,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",{G},30
944,654,Exeggutor,Stomping Wood,COLORLESS;COLORLESS;COLORLESS,3,60,20.0,This attack does 30 more damage for each {G} Energy attached to this Pokémon.,●●●,60
945,655,Celebi,Traverse Time,GRASS,1,0,0.0,"Search your deck for up to 3 in any combination of {G} Pokémon and Stadium cards, reveal them, and put them into your hand. Then, shuffle your deck.",{G},n/a
946,655,Celebi,Solar Cutter,GRASS,1,30,30.0,,{G},30
947,656,Seedot,Nap,COLORLESS,1,0,0.0,Heal 20 damage from this Pokémon.,●,n/a
948,656,Seedot,Seed Bomb,GRASS;COLORLESS,2,20,10.0,,{G}●,20
949,657,Nuzleaf,Pound,GRASS,1,30,30.0,,{G},30
950,657,Nuzleaf,Low Kick,GRASS;COLORLESS,2,50,25.0,,{G}●,50
951,658,Shiftry,Reversing Gust,GRASS,1,0,0.0,"Flip a coin. If heads, choose 1 of your opponent’s Pokémon. Shuffle that Pokémon and all attached cards into their deck.",{G},n/a
952,658,Shiftry,Perplex,GRASS;COLORLESS,2,100,50.0,Your opponent’s Active Pokémon is now Confused.,{G}●,100
953,659,Vulpix,Stampede,COLORLESS,1,10,10.0,,●,10
954,659,Vulpix,Combustion,FIRE;COLORLESS,2,20,10.0,,{R}●,20
955,660,Ninetales,Supernatural Shapeshifter,COLORLESS,1,0,0.0,"Discard the top card of your deck, and if that card is a Supporter card, use the effect of that card as the effect of this attack.",●,n/a
956,660,Ninetales,Combustion,FIRE;COLORLESS,2,60,30.0,,{R}●,60
