Card ID,EN Name,EN Expansion,EN Collection No.,JP Name,JP Expansion,JP Collection No.,Category,HP,Type
640,Steven's Metang,DRI,144,ダイゴのメタング,SVOD,006/018,Trainer's Pokémon(Steven),100,{M}
641,Steven's Metagross ex,DRI,145,ダイゴのメタグロスex,SVOD,007/018,Trainer's Pokémon(Steven),340,{M}
642,Marnie's Purrloin,DRI,130,マリィのチョロネコ,MC,458/742,Trainer's Pokémon(Marnie),60,{D}
643,Marnie's Liepard,DRI,131,マリィのレパルダス,MC,459/742,Trainer's Pokémon(Marnie),100,{D}
644,Marnie's Scraggy,DRI,132,マリィのズルッグ,MC,463/742,Trainer's Pokémon(Marnie),70,{D}
645,Marnie's Scrafty,DRI,133,マリィのズルズキン,MC,464/742,Trainer's Pokémon(Marnie),120,{D}
646,Marnie's Impidimp,DRI,134,マリィのベロバー,SVOM,005/019,Trainer's Pokémon(Marnie),70,{D}
647,Marnie's Morgrem,DRI,135,マリィのギモー,SVOM,006/019,Trainer's Pokémon(Marnie),100,{D}
648,Marnie's Grimmsnarl ex,DRI,136,マリィのオーロンゲex,SVOM,007/019,Trainer's Pokémon(Marnie),320,{D}
649,Marnie's Morpeko,DRI,137,マリィのモルペコ,SVOM,020/019,Trainer's Pokémon(Marnie),70,{D}
650,Bulbasaur,MEG,1,フシギダネ,M1L,001/063,n/a,80,{G}
651,Ivysaur,MEG,2,フシギソウ,M1L,002/063,n/a,110,{G}
652,Mega Venusaur ex,MEG,3,メガフシギバナex,M1L,003/063,n/a,380,{G}
653,Exeggcute,MEG,4,タマタマ,M1L,004/063,n/a,60,{G}
654,Exeggutor,MEG,5,ナッシー,M1L,005/063,n/a,140,{G}
655,Celebi,MEG,12,セレビィ,M1L,006/063,n/a,80,{G}
656,Seedot,MEG,13,タネボー,M1L,007/063,n/a,60,{G}
657,Nuzleaf,MEG,14,コノハナ,M1L,008/063,n/a,100,{G}
658,Shiftry,MEG,15,ダーテング,M1L,009/063,n/a,160,{G}
659,Vulpix,MEG,19,ロコン,M1L,010/063,n/a,70,{R}
660,Ninetales,MEG,20,キュウコン,M1L,011/063,n/a,120,{R}
661,Numel,MEG,21,ドンメル,M1L,012/063,n/a,80,{R}
662,Mega Camerupt ex,MEG,22,メガバクーダex,M1L,013/063,n/a,340,{R}
663,Volcanion,MEG,25,ボルケニオン,M1L,014/063,n/a,130,{R}
664,Scorbunny,MEG,26,ヒバニー,M1L,015/063,n/a,70,{R}
665,Raboot,MEG,27,ラビフット,M1L,016/063,n/a,100,{R}
666,Cinderace,MEG,28,エースバーン,M1L,017/063,n/a,160,{R}
667,Corphish,MEG,33,ヘイガニ,M1L,018/063,n/a,80,{W}
668,Gimmighoul,MEG,67,コレクレー,MC,356/742,n/a,70,{P}
669,Sandshrew,MEG,68,サンド,M1L,020/063,n/a,70,{F}
670,Sandslash,MEG,69,サンドパン,M1L,021/063,n/a,120,{F}
671,Onix,MEG,70,イワーク,M1L,022/063,n/a,120,{F}
672,Tyrogue,MEG,71,バルキー,M1L,023/063,n/a,30,{F}
673,Makuhita,MEG,72,マクノシタ,M1L,024/063,n/a,80,{F}
674,Hariyama,MEG,73,ハリテヤマ,M1L,025/063,n/a,150,{F}
675,Lunatone,MEG,74,ルナトーン,MC,371/742,n/a,110,{F}
676,Solrock,MEG,75,ソルロック,MC,372/742,n/a,110,{F}
677,Riolu,MEG,76,リオル,M2a,091/193,n/a,80,{F}
678,Mega Lucario ex,MEG,77,メガルカリオex,M2a,092/193,n/a,340,{F}
679,Croagunk,MEG,78,グレッグル,MC,382/742,n/a,70,{F}
680,Toxicroak,MEG,79,ドクロッグ,MC,384/742,n/a,130,{F}
681,Marshadow,MEG,80,マーシャドー,MC,408/742,n/a,90,{F}
682,Stonjourner,MEG,81,イシヘンジン,MC,414/742,n/a,130,{F}
683,Nacli,MEG,82,コジオ,MC,416/742,n/a,70,{F}
684,Naclstack,MEG,83,ジオヅム,MC,417/742,n/a,110,{F}
685,Garganacl,MEG,84,キョジオーン,MC,418/742,n/a,180,{F}
686,Crawdaunt,MEG,85,シザリガー,M1L,037/063,n/a,130,{D}
687,Mega Absol ex,MEG,86,メガアブソルex,M1L,038/063,n/a,280,{D}
688,Spiritomb,MEG,87,ミカルゲ,MC,455/742,n/a,80,{D}
689,Yveltal,MEG,88,イベルタル,MC,481/742,n/a,110,{D}
690,Nickit,MEG,89,クスネ,M1L,041/063,n/a,70,{D}
691,Thievul,MEG,90,フォクスライ,M1L,042/063,n/a,120,{D}
692,Shroodle,MEG,91,シルシュルー,M1L,043/063,n/a,60,{D}
693,Grafaiai,MEG,92,タギングル,M1L,044/063,n/a,100,{D}
694,Steelix,MEG,93,ハガネール,M1L,045/063,n/a,200,{M}
695,Mega Mawile ex,MEG,94,メガクチートex,M1L,046/063,n/a,270,{M}
696,Dialga,MEG,95,ディアルガ,MC,502/742,n/a,140,{M}
697,Tinkatink,MEG,96,カヌチャン,MC,528/742,n/a,70,{M}
698,Tinkatuff,MEG,97,ナカヌチャン,MC,529/742,n/a,90,{M}
699,Tinkaton,MEG,98,デカヌチャン,MC,530/742,n/a,160,{M}
700,Gholdengo,MEG,99,サーフゴー,MC,535/742,n/a,130,{M}
701,Spearow,MEG,102,オニスズメ,MC,557/742,n/a,60,{C}
702,Fearow,MEG,103,オニドリル,MC,558/742,n/a,100,{C}
703,Miltank,MEG,106,ミルタンク,MC,578/742,n/a,120,{C}
704,Yungoos,MEG,109,ヤングース,M1L,055/063,n/a,70,{C}
705,Gumshoos,MEG,110,デカグース,M1L,056/063,n/a,100,{C}
706,Tangela,MEG,6,モンジャラ,M1S,001/063,n/a,80,{G}
707,Tangrowth,MEG,7,モジャンボ,M1S,002/063,n/a,150,{G}
708,Chikorita,MEG,8,チコリータ,M1S,003/063,n/a,70,{G}
709,Bayleef,MEG,9,ベイリーフ,M1S,004/063,n/a,110,{G}
710,Meganium,MEG,10,メガニウム,M1S,005/063,n/a,160,{G}
711,Shuckle,MEG,11,ツボツボ,MC,023/742,n/a,80,{G}
712,Nincada,MEG,16,ツチニン,M1S,007/063,n/a,50,{G}
713,Ninjask,MEG,17,テッカニン,M1S,008/063,n/a,80,{G}
714,Dhelmise,MEG,18,ダダリン,M1S,009/063,n/a,120,{G}
715,Litleo,MEG,23,シシコ,M1S,010/063,n/a,70,{R}
716,Pyroar,MEG,24,カエンジシ,M1S,011/063,n/a,130,{R}
717,Sizzlipede,MEG,29,ヤクデ,M1S,012/063,n/a,80,{R}
718,Centiskorch,MEG,30,マルヤクデ,M1S,013/063,n/a,140,{R}
719,Chi-Yu,MEG,31,イーユイ,M1S,014/063,n/a,110,{R}
720,Mantine,MEG,32,マンタイン,MC,173/742,n/a,110,{W}
721,Kyogre,MEG,34,カイオーガ,M1S,016/063,n/a,150,{W}
722,Snover,MEG,35,ユキカブリ,M1S,017/063,n/a,90,{W}
723,Mega Abomasnow ex,MEG,36,メガユキノオーex,M1S,018/063,n/a,350,{W}
724,Clauncher,MEG,37,ウデッポウ,M1S,019/063,n/a,80,{W}
725,Clawitzer,MEG,38,ブロスター,M1S,020/063,n/a,130,{W}
726,Sobble,MEG,39,メッソン,M1S,021/063,n/a,70,{W}
727,Drizzile,MEG,40,ジメレオン,M1S,022/063,n/a,100,{W}
728,Inteleon,MEG,41,インテレオン,M1S,023/063,n/a,150,{W}
729,Snom,MEG,42,ユキハミ,M1S,024/063,n/a,50,{W}
730,Frosmoth,MEG,43,モスノウ,M1S,025/063,n/a,110,{W}
731,Eiscue,MEG,44,コオリッポ,M1S,026/063,n/a,110,{W}
732,Magnemite,MEG,45,コイル,M1S,027/063,n/a,70,{L}
733,Magneton,MEG,46,レアコイル,M1S,028/063,n/a,90,{L}
734,Magnezone,MEG,47,ジバコイル,M1S,029/063,n/a,160,{L}
735,Raikou,MEG,48,ライコウ,M1S,030/063,n/a,120,{L}
736,Electrike,MEG,49,ラクライ,M1S,031/063,n/a,70,{L}
737,Mega Manectric ex,MEG,50,メガライボルトex,M1S,032/063,n/a,330,{L}
738,Pachirisu,MEG,51,パチリス,MC,247/742,n/a,70,{L}
739,Helioptile,MEG,52,エリキテル,M1S,034/063,n/a,70,{L}
740,Heliolisk,MEG,53,エレザード,M1S,035/063,n/a,120,{L}
741,Abra,MEG,54,ケーシィ,M1S,036/063,n/a,50,{P}
742,Kadabra,MEG,55,ユンゲラー,M1S,037/063,n/a,80,{P}
743,Alakazam,MEG,56,フーディン,M1S,038/063,n/a,140,{P}
744,Jynx,MEG,57,ルージュラ,M1S,039/063,n/a,110,{P}
745,Ralts,MEG,58,ラルトス,M2a,069/193,n/a,70,{P}
746,Kirlia,MEG,59,キルリア,M2a,070/193,n/a,100,{P}
747,Mega Gardevoir ex,MEG,60,メガサーナイトex,M2a,071/193,n/a,360,{P}
748,Shedinja,MEG,61,ヌケニン,M1S,043/063,n/a,60,{P}
749,Spoink,MEG,62,バネブー,MC,305/742,n/a,70,{P}
750,Grumpig,MEG,63,ブーピッグ,MC,306/742,n/a,120,{P}
751,Xerneas,MEG,64,ゼルネアス,M1S,046/063,n/a,120,{P}
752,Greavard,MEG,65,ボチ,MC,349/742,n/a,80,{P}
753,Houndstone,MEG,66,ハカドッグ,MC,350/742,n/a,140,{P}
754,Mega Latias ex,MEG,100,メガラティアスex,M1S,049/063,n/a,280,{N}
755,Latios,MEG,101,ラティオス,M1S,050/063,n/a,130,{N}
756,Mega Kangaskhan ex,MEG,104,メガガルーラex,M1S,051/063,n/a,300,{C}
757,Delibird,MEG,105,デリバード,M1S,052/063,n/a,90,{C}
758,Buneary,MEG,107,ミミロル,MC,593/742,n/a,70,{C}
759,Lopunny,MEG,108,ミミロップ,MC,594/742,n/a,110,{C}
760,Stufful,MEG,111,ヌイコグマ,M1S,055/063,n/a,70,{C}
761,Bewear,MEG,112,キテルグマ,M1S,056/063,n/a,130,{C}
762,Snubbull,PFL,37,ブルー,MC,303/742,n/a,70,{P}
763,Granbull,PFL,38,グランブル,MC,304/742,n/a,130,{P}
764,Cresselia,PFL,39,クレセリア,MBD,003/021,n/a,120,{P}
765,Meloetta,PFL,40,メロエッタ,MBD,022/021,n/a,90,{P}
766,Mega Diancie ex,PFL,41,メガディアンシーex,MBD,005/021,n/a,270,{P}
767,Mimikyu,PFL,42,ミミッキュ,MBD,006/021,n/a,70,{P}
768,Milcery,PFL,43,マホミル,MBD,007/021,n/a,50,{P}
769,Alcremie,PFL,44,マホイップ,MBD,008/021,n/a,90,{P}
770,Gastly,PFL,54,ゴース,MC,442/742,n/a,70,{D}
771,Haunter,PFL,55,ゴースト,MC,444/742,n/a,100,{D}
772,Mega Gengar ex,PFL,56,メガゲンガーex,MBG,003/021,n/a,350,{D}
773,Murkrow,PFL,57,ヤミカラス,MBG,004/021,n/a,60,{D}
774,Honchkrow,PFL,58,ドンカラス,MBG,005/021,n/a,130,{D}
775,Sableye,PFL,59,ヤミラミ,MBG,006/021,n/a,80,{D}
776,Absol,PFL,63,アブソル,MBG,007/021,n/a,110,{D}
777,Eternatus,PFL,69,ムゲンダイナ,MBG,008/021,n/a,150,{D}
778,Oddish,PFL,1,ナゾノクサ,M2,001/080,n/a,50,{G}
779,Gloom,PFL,2,クサイハナ,M2,002/080,n/a,70,{G}
780,Vileplume,PFL,3,ラフレシア,M2,003/080,n/a,150,{G}
781,Mega Heracross ex,PFL,4,メガヘラクロスex,M2,004/080,n/a,280,{G}
782,Lotad,PFL,5,ハスボー,M2,005/080,n/a,70,{G}
783,Lombre,PFL,6,ハスブレロ,M2,006/080,n/a,90,{G}
784,Ludicolo,PFL,7,ルンパッパ,M2,007/080,n/a,160,{G}
785,Genesect,PFL,8,ゲノセクト,M2,008/080,n/a,120,{G}
786,Nymble,PFL,9,マメバッタ,M2,009/080,n/a,50,{G}
787,Lokix,PFL,10,エクスレッグ,M2,010/080,n/a,120,{G}
788,Charmander,PFL,11,ヒトカゲ,M2,011/080,n/a,80,{R}
789,Charmeleon,PFL,12,リザード,M2,012/080,n/a,110,{R}
790,Mega Charizard X ex,PFL,13,メガリザードンXex,M2,013/080,n/a,360,{R}
791,Moltres,PFL,14,ファイヤー,M2,014/080,n/a,120,{R}
792,Darumaka,PFL,15,ダルマッカ,M2,015/080,n/a,80,{R}
793,Darmanitan,PFL,16,ヒヒダルマ,M2,016/080,n/a,150,{R}
794,Reshiram,PFL,17,レシラム,M2,017/080,n/a,130,{R}
795,Oricorio ex,PFL,18,オドリドリex,M2,018/080,n/a,190,{R}
796,Charcadet,PFL,19,カルボウ,M2,019/080,n/a,70,{R}
797,Ceruledge,PFL,20,ソウブレイズ,M2,020/080,n/a,140,{R}
798,Seel,PFL,21,パウワウ,M2,021/080,n/a,80,{W}
799,Dewgong,PFL,22,ジュゴン,M2,022/080,n/a,130,{W}
800,Swinub,PFL,23,ウリムー,M2,023/080,n/a,70,{W}
801,Piloswine,PFL,24,イノムー,M2,024/080,n/a,100,{W}
802,Mamoswine,PFL,25,マンムー,M2,025/080,n/a,180,{W}
803,Suicune,PFL,26,スイクン,M2,026/080,n/a,130,{W}
804,Piplup,PFL,27,ポッチャマ,M2,027/080,n/a,70,{W}
805,Prinplup,PFL,28,ポッタイシ,M2,028/080,n/a,100,{W}
806,Rotom ex,PFL,29,ロトムex,M2,029/080,n/a,190,{L}
807,Yamper,PFL,30,ワンパチ,M2,030/080,n/a,70,{L}
808,Boltund,PFL,31,パルスワン,M2,031/080,n/a,130,{L}
809,Pawmi,PFL,32,パモ,M2,032/080,n/a,60,{L}
810,Pawmo,PFL,33,パモット,M2,033/080,n/a,90,{L}
811,Pawmot,PFL,34,パーモット,M2,034/080,n/a,140,{L}
812,Misdreavus,PFL,35,ムウマ,M2,035/080,n/a,70,{P}
813,Mismagius ex,PFL,36,ムウマージex,M2,036/080,n/a,260,{P}
814,Cottonee,PROMO,18,モンメン,M2,037/080,n/a,60,{P}
815,Whimsicott,PROMO,19,エルフーン,M2,038/080,n/a,90,{P}
816,Zacian,PFL,45,ザシアン,M2,039/080,n/a,130,{P}
817,Bramblin,PFL,46,アノクサ,M2,040/080,n/a,50,{P}
818,Brambleghast,PFL,47,アノホラグサ,M2,041/080,n/a,100,{P}
819,Paldean Tauros,PFL,48,パルデア ケンタロス,M2,042/080,n/a,130,{F}
820,Gligar,PFL,49,グライガー,M2,043/080,n/a,70,{F}
821,Gliscor,PFL,50,グライオン,M2,044/080,n/a,120,{F}
822,Trapinch,PFL,51,ナックラー,M2,045/080,n/a,70,{F}
823,Vibrava,PFL,52,ビブラーバ,M2,046/080,n/a,90,{F}
824,Flygon,PFL,53,フライゴン,M2,047/080,n/a,150,{F}
825,Sneasel,PROMO,20,ニューラ,M2,048/080,n/a,70,{D}
826,Weavile,PROMO,21,マニューラ,M2,049/080,n/a,90,{D}
827,Carvanha,PFL,60,キバニア,M2,050/080,n/a,70,{D}
828,Mega Sharpedo ex,PFL,61,メガサメハダーex,M2,051/080,n/a,330,{D}
829,Seviper,PFL,62,ハブネーク,M2,052/080,n/a,120,{D}
830,Sandile,PFL,64,メグロコ,M2,053/080,n/a,70,{D}
831,Krokorok,PFL,65,ワルビル,M2,054/080,n/a,100,{D}
832,Krookodile,PFL,66,ワルビアル,M2,055/080,n/a,170,{D}
833,Toxel,PFL,67,エレズン,M2,056/080,n/a,70,{D}
834,Toxtricity,PFL,68,ストリンダー,M2,057/080,n/a,140,{D}
835,Empoleon ex,PFL,70,エンペルトex,M2,058/080,n/a,320,{M}
836,Bronzor,PFL,71,ドーミラー,M2,059/080,n/a,80,{M}
837,Bronzong,PFL,72,ドータクン,M2,060/080,n/a,140,{M}
838,Togedemaru,PFL,73,トゲデマル,M2,061/080,n/a,80,{M}
839,Duraludon,PFL,74,ジュラルドン,M2,062/080,n/a,130,{M}
840,Archaludon,PFL,75,ブリジュラス,M2,063/080,n/a,180,{M}
841,Jigglypuff,PFL,76,プリン,M2,064/080,n/a,70,{C}
842,Wigglytuff,PFL,77,プクリン,M2,065/080,n/a,120,{C}
843,Aipom,PFL,78,エイパム,M2,066/080,n/a,70,{C}
844,Ambipom,PFL,79,エテボース,M2,067/080,n/a,110,{C}
845,Smeargle,PFL,80,ドーブル,M2,068/080,n/a,80,{C}
846,Zigzagoon,PFL,81,ジグザグマ,M2,069/080,n/a,70,{C}
847,Linoone,PFL,82,マッスグマ,M2,070/080,n/a,100,{C}
848,Buneary,PFL,83,ミミロル,M2,071/080,n/a,70,{C}
849,Mega Lopunny ex,PFL,84,メガミミロップex,M2,072/080,n/a,330,{C}
850,Wurmple,ASC,11,ケムッソ,M2a,004/193,n/a,60,{G}
851,Silcoon,ASC,12,カラサリス,M2a,005/193,n/a,90,{G}
852,Beautifly,ASC,13,アゲハント,M2a,006/193,n/a,130,{G}
853,Cascoon,ASC,14,マユルド,M2a,007/193,n/a,90,{G}
854,Dustox,ASC,15,ドクケイル,M2a,008/193,n/a,140,{G}
855,Entei,ASC,25,エンテイ,M2a,020/193,n/a,140,{R}
856,Numel,ASC,27,ドンメル,M2a,022/193,n/a,80,{R}
857,Camerupt,ASC,28,バクーダ,M2a,023/193,n/a,140,{R}
858,Psyduck,ASC,39,コダック,M2a,032/193,n/a,70,{W}
859,Golduck,ASC,40,ゴルダック,M2a,033/193,n/a,120,{W}
860,Snorunt,ASC,46,ユキワラシ,M2a,035/193,n/a,70,{W}
861,Mega Froslass ex,ASC,47,メガユキメノコex,M2a,036/193,n/a,310,{W}
862,N's Vanillite,ASC,49,Nのバニプッチ,M2a,037/193,Trainer's Pokémon(N),60,{W}
863,N's Vanillish,ASC,50,Nのバニリッチ,M2a,038/193,Trainer's Pokémon(N),100,{W}
864,N's Vanilluxe,ASC,51,Nのバイバニラ,M2a,039/193,Trainer's Pokémon(N),150,{W}
865,Snom,ASC,52,ユキハミ,M2a,040/193,n/a,50,{W}
866,Frosmoth,ASC,53,モスノウ,M2a,041/193,n/a,110,{W}
867,Glastrier,ASC,54,ブリザポス,M2a,042/193,n/a,130,{W}
868,Mega Eelektross ex,ASC,61,メガシビルドンex,M2a,049/193,n/a,350,{L}
869,Stunfisk,ASC,62,マッギョ,M2a,050/193,n/a,110,{L}
870,Helioptile,ASC,63,エリキテル,M2a,052/193,n/a,70,{L}
871,Heliolisk,ASC,64,エレザード,M2a,053/193,n/a,120,{L}
872,Tapu Koko,ASC,67,カプ・コケコ,M2a,054/193,n/a,120,{L}
873,Team Rocket's Exeggcute,ASC,77,ロケット団のタマタマ,M2a,061/193,Trainer's Pokémon(Team Rocket),60,{P}
874,Team Rocket's Exeggutor,ASC,78,ロケット団のナッシー,M2a,062/193,Trainer's Pokémon(Team Rocket),140,{P}
875,Misdreavus,ASC,85,ムウマ,M2a,067/193,n/a,60,{P}
876,Mismagius,ASC,86,ムウマージ,M2a,068/193,n/a,110,{P}
877,Rotom,ASC,92,ロトム,M2a,076/193,n/a,60,{P}
878,Hop's Phantump,ASC,95,ホップのボクレー,M2a,077/193,Trainer's Pokémon(Hop),70,{P}
879,Hop's Trevenant,ASC,96,ホップのオーロット,M2a,078/193,Trainer's Pokémon(Hop),140,{P}
880,Spectrier,ASC,98,レイスポス,M2a,080/193,n/a,120,{P}
881,Team Rocket's Diglett,ASC,100,ロケット団のディグダ,M2a,082/193,Trainer's Pokémon(Team Rocket),60,{F}
882,Team Rocket's Dugtrio,ASC,101,ロケット団のダグトリオ,M2a,083/193,Trainer's Pokémon(Team Rocket),100,{F}
883,Meditite,ASC,103,アサナン,M2a,084/193,n/a,70,{F}
884,Medicham,ASC,104,チャーレム,M2a,085/193,n/a,120,{F}
885,Pancham,ASC,115,ヤンチャム,M2a,093/193,n/a,70,{F}
886,Mega Hawlucha ex,ASC,116,メガルチャブルex,M2a,094/193,n/a,250,{F}
887,Rolycoly,ASC,118,タンドン,M2a,095/193,n/a,80,{F}
888,Carkol,ASC,119,トロッゴン,M2a,096/193,n/a,110,{F}
889,Coalossal,ASC,120,セキタンザン,M2a,097/193,n/a,180,{F}
890,Okidogi,ASC,122,イイネイヌ,M2a,098/193,n/a,140,{F}
891,Team Rocket's Honchkrow,ASC,127,ロケット団のドンカラス,M2a,103/193,Trainer's Pokémon(Team Rocket),130,{D}
892,Galarian Zigzagoon,ASC,130,ガラル ジグザグマ,M2a,105/193,n/a,70,{D}
893,Galarian Linoone,ASC,131,ガラル マッスグマ,M2a,106/193,n/a,90,{D}
894,Galarian Obstagoon,ASC,132,ガラル タチフサグマ,M2a,107/193,n/a,170,{D}
895,Scraggy,ASC,134,ズルッグ,M2a,109/193,n/a,80,{D}
896,Mega Scrafty ex,ASC,135,メガズルズキンex,M2a,110/193,n/a,330,{D}
897,Pangoro,ASC,140,ゴロンダ,M2a,113/193,n/a,140,{D}
898,Pecharunt,ASC,143,モモワロウ,M2a,115/193,n/a,80,{D}
899,Pawniard,ASC,146,コマタナ,M2a,116/193,n/a,70,{M}
900,Bisharp,ASC,147,キリキザン,M2a,117/193,n/a,120,{M}
901,Kingambit,ASC,148,ドドゲザン,M2a,118/193,n/a,170,{M}
902,Dratini,ASC,150,ミニリュウ,M2a,124/193,n/a,80,{N}
903,Dragonair,ASC,151,ハクリュー,M2a,125/193,n/a,100,{N}
904,Mega Dragonite ex,ASC,152,メガカイリューex,M2a,126/193,n/a,370,{N}
905,Rayquaza,ASC,153,レックウザ,M2a,127/193,n/a,120,{N}
906,N's Zekrom,ASC,155,Nのゼクロム,M2a,129/193,Trainer's Pokémon(N),130,{N}
907,Noibat,ASC,156,オンバット,M2a,130/193,n/a,70,{N}
908,Noivern,ASC,157,オンバーン,M2a,131/193,n/a,120,{N}
909,Erika's Oddish,ASC,1,エリカのナゾノクサ,MC,001/742,Trainer's Pokémon(Erika),60,{G}
910,Erika's Gloom,ASC,2,エリカのクサイハナ,MC,002/742,Trainer's Pokémon(Erika),90,{G}
911,Erika's Vileplume ex,ASC,3,エリカのラフレシアex,MC,003/742,Trainer's Pokémon(Erika),310,{G}
912,Erika's Bellsprout,ASC,4,エリカのマダツボミ,MC,006/742,Trainer's Pokémon(Erika),60,{G}
913,Erika's Weepinbell,ASC,5,エリカのウツドン,MC,007/742,Trainer's Pokémon(Erika),90,{G}
914,Erika's Victreebel,ASC,6,エリカのウツボット,MC,008/742,Trainer's Pokémon(Erika),150,{G}
915,Erika's Tangela,ASC,7,エリカのモンジャラ,MC,014/742,Trainer's Pokémon(Erika),80,{G}
916,Scyther,,1,ストライク,MC,015/742,n/a,90,{G}
917,Chikorita,ASC,8,チコリータ,MC,016/742,n/a,70,{G}
918,Bayleef,ASC,9,ベイリーフ,MC,017/742,n/a,100,{G}
919,Mega Meganium ex,ASC,10,メガメガニウムex,MC,018/742,n/a,360,{G}
920,Tapu Bulu,SFA,6,カプ・ブルル,MC,061/742,n/a,140,{G}
921,Dipplin,SCR,13,カミッチュ,MC,063/742,n/a,90,{G}
922,Sprigatito,JTG,16,ニャオハ,MC,065/742,n/a,60,{G}
923,Floragato,JTG,17,ニャローテ,MC,066/742,n/a,90,{G}
924,Meowscarada,JTG,18,マスカーニャ,MC,067/742,n/a,160,{G}
925,Capsakid,,12,カプサイジ,MC,076/742,n/a,70,{G}
926,Charmander,ASC,20,ヒトカゲ,MC,083/742,n/a,80,{R}
927,Charmeleon,ASC,21,リザード,MC,084/742,n/a,100,{R}
928,Mega Charizard Y ex,ASC,22,メガリザードンYex,MC,085/742,n/a,360,{R}
929,Magmar,,20,ブーバー,MC,091/742,n/a,80,{R}
930,Tepig,ASC,29,ポカブ,MC,109/742,n/a,80,{R}
931,Pignite,ASC,30,チャオブー,MC,111/742,n/a,110,{R}
932,Mega Emboar ex,ASC,31,メガエンブオーex,MC,113/742,n/a,380,{R}
933,Larvesta,SSP,24,メラルバ,MC,121/742,n/a,70,{R}
934,Centiskorch,SSP,28,マルヤクデ,MC,141/742,n/a,130,{R}
935,Fuecoco,SSP,29,ホゲータ,MC,142/742,n/a,80,{R}
936,Crocalor,SSP,30,アチゲータ,MC,143/742,n/a,110,{R}
937,Totodile,ASC,41,ワニノコ,MC,165/742,n/a,80,{W}
938,Croconaw,ASC,42,アリゲイツ,MC,167/742,n/a,100,{W}
939,Mega Feraligatr ex,ASC,43,メガオーダイルex,MC,169/742,n/a,370,{W}
940,Glalie,TWM,52,オニゴーリ,MC,187/742,n/a,120,{W}
941,Spheal,SSP,43,タマザラシ,MC,188/742,n/a,70,{W}
942,Sealeo,SSP,44,トドグラー,MC,189/742,n/a,100,{W}
943,Walrein,SSP,45,トドゼルガ,MC,190/742,n/a,170,{W}
944,Regice ex,ASC,48,レジアイスex,MC,192/742,n/a,230,{W}
945,Froakie,SCR,39,ケロマツ,MC,206/742,n/a,60,{W}
946,Cramorant,TWM,58,ウッウ,MC,210/742,n/a,110,{W}
947,Quaxly,,50,クワッス,MC,211/742,n/a,60,{W}
948,Pikachu,ASC,55,ピカチュウ,MC,225/742,n/a,70,{L}
949,Raichu,ASC,56,ライチュウ,MC,226/742,n/a,130,{L}
950,Magnemite,SSP,58,コイル,MC,231/742,n/a,60,{L}
951,Voltorb ex,ASC,58,ビリリダマex,MC,233/742,n/a,170,{L}
952,Zapdos,PROMO,157,サンダー,MC,239/742,n/a,110,{L}
953,Zapdos,TWM,65,サンダー,MC,240/742,n/a,120,{L}
954,Luxray ex,TWM,68,レントラーex,MC,246/742,n/a,310,{L}
955,Helioptile,TWM,70,エリキテル,MC,260/742,n/a,60,{L}
956,Zeraora,SCR,55,ゼラオラ,MC,267/742,n/a,120,{L}
957,Miraidon ex,ASC,73,ミライドンex,MC,284/742,Tera(Lightning),220,{L}
958,Clefable,ASC,75,ピクシー,MC,286/742,n/a,120,{P}
959,Togepi,ASC,80,トゲピー,MC,291/742,n/a,50,{P}
960,Togetic,ASC,81,トゲチック,MC,292/742,n/a,90,{P}
961,Marill,ASC,83,マリル,MC,295/742,n/a,70,{P}
962,Azumarill ex,ASC,84,マリルリex,MC,297/742,n/a,270,{P}
963,Shuppet,ASC,90,カゲボウズ,MC,307/742,n/a,60,{P}
964,Beheeyem,TEF,74,オーベム,MC,327/742,n/a,100,{P}
965,Swirlix,ASC,93,ペロッパフ,MC,333/742,n/a,60,{P}
966,Slurpuff,ASC,94,ペロリーム,MC,334/742,n/a,120,{P}
967,Fidough,SCR,66,パピモッチ,MC,347/742,n/a,60,{P}
968,Dachsbun ex,SCR,67,バウッツェルex,MC,348/742,n/a,250,{P}
969,Scream Tail ex,TWM,94,サケブシッポex,MC,353/742,Ancient,190,{P}
970,Fezandipiti,TWM,96,キチキギス,MC,359/742,n/a,120,{P}
971,Iron Boulder,SCR,71,テツノイワオ,MC,360/742,Future,140,{P}
972,Hitmontop,ASC,102,カポエラー,MC,367/742,n/a,100,{F}
973,Groudon,ASC,108,グラードン,MC,375/742,n/a,140,{F}
974,Riolu,SCR,81,リオル,MC,379/742,n/a,70,{F}
975,Stunfisk ex,ASC,114,マッギョex,MC,394/742,n/a,210,{F}
976,Carbink,ASC,117,メレシー,MC,400/742,n/a,90,{F}
977,Crabrawler,SCR,87,マケンカニ,MC,401/742,n/a,90,{F}
978,Passimian,SSP,111,ナゲツケサル,MC,407/742,n/a,110,{F}
979,Koraidon ex,ASC,121,コライドンex,MC,425/742,Tera(Fighting),230,{F}
980,Venipede,TWM,115,フシデ,MC,460/742,n/a,80,{D}
981,Whirlipede,TWM,116,ホイーガ,MC,461/742,n/a,100,{D}
982,Scolipede,TWM,117,ペンドラー,MC,462/742,n/a,170,{D}
983,Vullaby,ASC,138,バルチャイ,MC,474/742,n/a,70,{D}
984,Mandibuzz ex,ASC,139,バルジーナex,MC,475/742,n/a,260,{D}
985,Hoopa,ASC,141,フーパ,MC,482/742,n/a,120,{D}
