card_id,card_name,ability_name,ability_text
1209,Ruffian,Ruffian,Discard a Pokémon Tool and a Special Energy from 1 of your opponent’s Pokémon.
1210,Brock’s Scouting,Brock’s Scouting,"Search your deck for up to 2 Basic Pokémon or 1 Evolution Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1211,Black Belt’s Training,Black Belt’s Training,"During this turn, attacks used by your Pokémon do 40 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance)."
1212,Cook,Cook,Heal 70 damage from your Active Pokémon.
1213,Judge,Judge,Each player shuffles their hand into their deck and draws 4 cards.
1214,Emcee's Hype,Emcee's Hype,"Draw 2 cards. If your opponent has 3 or fewer Prize cards remaining, draw 2 more cards."
1215,Ethan's Adventure,Ethan's Adventure,"Search your deck for up to 3 in any combination of Ethan’s Pokémon and Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1216,Team Rocket's Ariana,Team Rocket's Ariana,"Draw cards until you have 5 cards in your hand. If all of your Pokémon in play are Team Rocket’s Pokémon, draw cards until you have 8 cards in your hand instead."
1217,Team Rocket's Archer,Team Rocket's Archer,"You can use this card only if any of your Team Rocket’s Pokémon were Knocked Out during your opponent’s last turn.

Each player shuffles their hand into their deck. Then, you draw 5 cards, and your opponent draws 3 cards."
1218,Team Rocket's Giovanni,Team Rocket's Giovanni,"Switch your Active Team Rocket’s Pokémon with 1 of your Benched Team Rocket’s Pokémon. If you do, switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
1219,Team Rocket's Petrel,Team Rocket's Petrel,"Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck."
1220,Team Rocket's Proton,Team Rocket's Proton,"If you go first, you may use this card during your first turn.

Search your deck for up to 3 Basic Team Rocket’s Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1221,N's Plan,N's Plan,Move up to 2 Energy from your Benched Pokémon to your Active Pokémon.
1222,Fennel,Fennel,Heal 40 damage from each of your Pokémon.
1223,Harlequin,Harlequin,"Each player shuffles their hand into their deck. Then, flip a coin. If heads, you draw 5 cards, and your opponent draws 3 cards. If tails, you draw 3 cards, and your opponent draws 5 cards."
1224,Cheren,Cheren,Draw 3 cards.
1225,Hilda,Hilda,"Search your deck for an Evolution Pokémon and an Energy card, reveal them, and put them into your hand. Then, shuffle your deck."
1226,Lt. Surge's Bargain,Lt. Surge's Bargain,"Ask your opponent if each player may take a Prize card. If yes, each player takes a Prize card. If no, you draw 4 cards."
1227,Lillie's Determination,Lillie's Determination,"Shuffle your hand into your deck. Then, draw 6 cards. If you have exactly 6 Prize cards remaining, draw 8 cards instead."
1228,Acerola's Mischief,Acerola's Mischief,"You can use this card only if your opponent has 2 or fewer Prize cards remaining.

Choose 1 of your Pokémon in play. During your opponent’s next turn, prevent all damage from and effects of attacks done to that Pokémon by your opponent’s Pokémon {ex}."
1229,Wally's Compassion,Wally's Compassion,"Heal all damage from 1 of your Mega Evolution Pokémon {ex}. If you healed any damage in this way, put all Energy attached to that Pokémon into your hand."
1230,Grimsley's Move,Grimsley's Move,Look at the top 7 cards of your deck and put a {D} Pokémon you find there onto your Bench. Shuffle the other cards and put them on the bottom of your deck. You can’t use this card during your first turn.
1231,Dawn,Dawn,"Search your deck for a Basic Pokémon, a Stage 1 Pokémon, and a Stage 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1232,Firebreather,Firebreather,"Search your deck for up to 7 Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1233,Canari,Canari,"You can use this card only if you discard another card from your hand.

Search your deck for up to 4 {L} Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1234,Anthea & Concordia,Anthea & Concordia,"You can use this card only if you have N’s Darmanitan, N’s Zoroark {ex}, N’s Vanilluxe, N’s Klinklang, N’s Reshiram, and N’s Zekrom in play.

During this turn, if your opponent’s Active Pokémon is Knocked Out by damage from an attack used by your N’s Pokémon, take 3 more Prize cards."
1235,Waitress,Waitress,Look at the top 6 cards of your deck and attach a Basic Energy card you find there to 1 of your Pokémon. Shuffle the other cards back into your deck.
1236,Urbain,Urbain,Draw 3 cards.
1237,Lucian,Lucian,"Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, each player flips a coin. If heads, that player draws 6 cards. If tails, they draw 3 cards."
1238,Tarragon,Tarragon,Put up to 4 in any combination of {F} Pokémon and Basic {F} Energy cards from your discard pile into your hand.
1239,Naveen,Naveen,"Draw cards until you have 5 cards in your hand. Before drawing cards, you may discard any number of cards from your hand. (If you can’t draw any cards in this way, you can’t use this card.)"
1240,Rosa's Encouragement,Rosa's Encouragement,"You can use this card only if you have more Prize cards remaining than your opponent.

Attach up to 2 Basic Energy cards from your discard pile to 1 of your Stage 2 Pokémon."
1241,Jacinthe,Jacinthe,Heal 150 damage from 1 of your {P} Pokémon.
1242,Community Center,Community Center,"Once during each player’s turn, if they played a Supporter card from their hand this turn, they may heal 10 damage from each of their Pokémon."
1243,Perilous Jungle,Perilous Jungle,"During Pokémon Checkup, put 2 more damage counters on each Poisoned non-{D} Pokémon (both yours and your opponent’s)."
1244,Full Metal Lab,Full Metal Lab,{M} Pokémon (both yours and your opponent’s) take 30 less damage from attacks from the opponent’s Pokémon (after applying Weakness and Resistance).
1245,Festival Grounds,Festival Grounds,Each Pokémon that has any Energy attached (both yours and your opponent’s) recovers from all Special Conditions and can’t be affected by any Special Conditions.
1246,Jamming Tower,Jamming Tower,Pokémon Tools attached to each Pokémon (both yours and your opponent’s) have no effect.
1247,Neutralization Zone,Neutralization Zone,"Prevent all damage done to Pokémon that don’t have a Rule Box (both yours and your opponent’s) by attacks from the opponent’s Pokémon {ex} and Pokémon {V}. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)

This card can’t be put into your hand or deck from the discard pile."
1248,Academy at Night,Academy at Night,"Once during each player’s turn, that player may put a card from their hand on top of their deck."
1249,Grand Tree,Grand Tree,"Once during each player’s turn, that player may search their deck for a Stage 1 Pokémon that evolves from 1 of their Basic Pokémon and put it onto that Pokémon to evolve it. If that Pokémon was evolved in this way, that player may search their deck for a Stage 2 Pokémon that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, that player shuffles their deck. (Players can’t evolve a Basic Pokémon during their first turn or a Basic Pokémon that was put into play this turn.)"
1250,Area Zero Underdepths,Area Zero Underdepths,"Each player who has any Tera Pokémon in play can have up to 8 Pokémon on their Bench.

If a player no longer has any Tera Pokémon in play, that player discards Pokémon from their Bench until they have 5. When this card leaves play, both players discard Pokémon from their Bench until they have 5, and the player who played this card discards first."
1251,Lively Stadium,Lively Stadium,Each Basic Pokémon in play (both yours and your opponent’s) gets +30 HP.
1252,Gravity Mountain,Gravity Mountain,Each Stage 2 Pokémon in play (both yours and your opponent’s) gets -30 HP.
1253,N’s Castle,N’s Castle,N’s Pokémon in play (both yours and your opponent’s) have no Retreat Cost.
1254,Levincia,Levincia,"Once during each player’s turn, that player may put up to 2 Basic {L} Energy cards from their discard pile into their hand."
1255,Postwick,Postwick,Attacks used by Hop’s Pokémon (both yours and your opponent’s) do 30 more damage to the opponent’s Active Pokémon (before applying Weakness and Resistance).
1256,Team Rocket's Watchtower,Team Rocket's Watchtower,{C} Pokémon in play (both yours and your opponent’s) have no Abilities.
1257,Team Rocket's Factory,Team Rocket's Factory,"Once during each player’s turn, if they played a Supporter card that has ""Team Rocket"" in its name from their hand this turn, they may draw 2 cards."
1258,Granite Cave,Granite Cave,Steven’s Pokémon (both yours and your opponent’s) take 30 less damage from attacks from the opponent’s Pokémon (after applying Weakness and Resistance).
1259,Spikemuth Gym,Spikemuth Gym,"Once during each player’s turn, that player may search their deck for a Marnie’s Pokémon, reveal it, and put it into their hand. Then, that player shuffles their deck."
1260,Risky Ruins,Risky Ruins,"Whenever any player puts a Basic non-{D} Pokémon onto their Bench during their turn, place 2 damage counters on that Pokémon."
1261,Forest of Vitality,Forest of Vitality,"Each player’s {G} Pokémon can evolve into {G} Pokémon during the turn they play those Pokémon, except during their first turn."
1262,Surfing Beach,Surfing Beach,"Once during each player’s turn, that player may switch their Active {W} Pokémon with 1 of their Benched {W} Pokémon."
1263,Mystery Garden,Mystery Garden,"Once during each player’s turn, that player may discard an Energy card from their hand in order to draw cards until they have as many cards in their hand as they have {P} Pokémon in play."
1264,Battle Cage,Battle Cage,Prevent all damage counters from being placed on Benched Pokémon (both yours and your opponent’s) by effects of attacks and Abilities from the opponent’s Pokémon. (Damage from attacks is still taken.)
1265,Dizzying Valley,Dizzying Valley,Confused Pokémon (both yours and your opponent’s) don’t recover from that Special Condition when they evolve or devolve.
1266,Nighttime Mine,Nighttime Mine,Attacks used by each Tera Pokémon in play (both yours and your opponent’s) cost {C} more.
1267,Lumiose City,Lumiose City,"Once during each player’s turn, that player may search their deck for a Basic Pokémon and put it onto their Bench. Then, that player shuffles their deck. If a player searches their deck in this way, their turn ends."
